iso3,country,indicator,year,value
FRO,Faroe Islands,NE.GDI.TOTL.ZS,2022,32.3235087170667
FJI,Fiji,NE.GDI.TOTL.ZS,2024,20.8672206832872
FJI,Fiji,NE.GDI.TOTL.ZS,2023,19.7992404570242
FJI,Fiji,NE.GDI.TOTL.ZS,2022,21.8309409306188
FIN,Finland,NE.GDI.TOTL.ZS,2024,22.3393346932712
FIN,Finland,NE.GDI.TOTL.ZS,2023,23.0226552627241
FIN,Finland,NE.GDI.TOTL.ZS,2022,27.2854002667819
FRA,France,NE.GDI.TOTL.ZS,2024,21.5139121721262
FRA,France,NE.GDI.TOTL.ZS,2023,22.9278749312543
FRA,France,NE.GDI.TOTL.ZS,2022,24.0233523984125
PYF,French Polynesia,NE.GDI.TOTL.ZS,2024,21.9053653809211
PYF,French Polynesia,NE.GDI.TOTL.ZS,2023,22.6504245108896
PYF,French Polynesia,NE.GDI.TOTL.ZS,2022,22.50674340275
GAB,Gabon,NE.GDI.TOTL.ZS,2024,19.1352290513023
GAB,Gabon,NE.GDI.TOTL.ZS,2023,18.0760661099963
GAB,Gabon,NE.GDI.TOTL.ZS,2022,16.0269404879625
GMB,"Gambia, The",NE.GDI.TOTL.ZS,2024,29.9390742901818
GMB,"Gambia, The",NE.GDI.TOTL.ZS,2023,27.4459749946814
GMB,"Gambia, The",NE.GDI.TOTL.ZS,2022,28.6236492072635
GEO,Georgia,NE.GDI.TOTL.ZS,2024,24.4998956717628
GEO,Georgia,NE.GDI.TOTL.ZS,2023,24.9987945206376
GEO,Georgia,NE.GDI.TOTL.ZS,2022,24.0666627779303
DEU,Germany,NE.GDI.TOTL.ZS,2024,21.4994328905028
DEU,Germany,NE.GDI.TOTL.ZS,2023,21.994283425489
DEU,Germany,NE.GDI.TOTL.ZS,2022,23.2760146288029
GHA,Ghana,NE.GDI.TOTL.ZS,2024,9.90013336152883
GHA,Ghana,NE.GDI.TOTL.ZS,2023,10.1167734489869
GHA,Ghana,NE.GDI.TOTL.ZS,2022,16.4078520116581
GIB,Gibraltar,NE.GDI.TOTL.ZS,2024,
GIB,Gibraltar,NE.GDI.TOTL.ZS,2023,
GIB,Gibraltar,NE.GDI.TOTL.ZS,2022,
GRC,Greece,NE.GDI.TOTL.ZS,2024,18.2925535607175
GRC,Greece,NE.GDI.TOTL.ZS,2023,16.1682825755533
GRC,Greece,NE.GDI.TOTL.ZS,2022,18.8094114631783
GRL,Greenland,NE.GDI.TOTL.ZS,2024,
GRL,Greenland,NE.GDI.TOTL.ZS,2023,35.9956193360065
GRL,Greenland,NE.GDI.TOTL.ZS,2022,37.84070939282
GRD,Grenada,NE.GDI.TOTL.ZS,2024,
GRD,Grenada,NE.GDI.TOTL.ZS,2023,
GRD,Grenada,NE.GDI.TOTL.ZS,2022,
GUM,Guam,NE.GDI.TOTL.ZS,2024,
GUM,Guam,NE.GDI.TOTL.ZS,2023,
GUM,Guam,NE.GDI.TOTL.ZS,2022,
GTM,Guatemala,NE.GDI.TOTL.ZS,2024,16.4251362811647
GTM,Guatemala,NE.GDI.TOTL.ZS,2023,16.5190523218535
GTM,Guatemala,NE.GDI.TOTL.ZS,2022,16.6289389615705
GIN,Guinea,NE.GDI.TOTL.ZS,2024,32.1029483630478
GIN,Guinea,NE.GDI.TOTL.ZS,2023,23.4269896966463
GIN,Guinea,NE.GDI.TOTL.ZS,2022,14.0142215654177
GNB,Guinea-Bissau,NE.GDI.TOTL.ZS,2024,26.3297674421831
GNB,Guinea-Bissau,NE.GDI.TOTL.ZS,2023,26.1883825780139
GNB,Guinea-Bissau,NE.GDI.TOTL.ZS,2022,22.1191237069243
GUY,Guyana,NE.GDI.TOTL.ZS,2024,
GUY,Guyana,NE.GDI.TOTL.ZS,2023,
GUY,Guyana,NE.GDI.TOTL.ZS,2022,
HTI,Haiti,NE.GDI.TOTL.ZS,2024,12.1387816868155
HTI,Haiti,NE.GDI.TOTL.ZS,2023,13.8845627892934
HTI,Haiti,NE.GDI.TOTL.ZS,2022,15.8819734745448
HND,Honduras,NE.GDI.TOTL.ZS,2024,23.1954034193464
HND,Honduras,NE.GDI.TOTL.ZS,2023,22.1864309601857
HND,Honduras,NE.GDI.TOTL.ZS,2022,26.3262317410881
HKG,"Hong Kong SAR, China",NE.GDI.TOTL.ZS,2024,16.0647173800011
HKG,"Hong Kong SAR, China",NE.GDI.TOTL.ZS,2023,16.1515290771197
HKG,"Hong Kong SAR, China",NE.GDI.TOTL.ZS,2022,15.2301843910226
HUN,Hungary,NE.GDI.TOTL.ZS,2024,23.6636684415802
HUN,Hungary,NE.GDI.TOTL.ZS,2023,26.1919852280501
HUN,Hungary,NE.GDI.TOTL.ZS,2022,34.253984477795
ISL,Iceland,NE.GDI.TOTL.ZS,2024,26.244095255716
ISL,Iceland,NE.GDI.TOTL.ZS,2023,25.4249837598989
ISL,Iceland,NE.GDI.TOTL.ZS,2022,24.2427194310717
IND,India,NE.GDI.TOTL.ZS,2024,34.3459060404746
IND,India,NE.GDI.TOTL.ZS,2023,34.504684353812
IND,India,NE.GDI.TOTL.ZS,2022,34.4117962357355
IDN,Indonesia,NE.GDI.TOTL.ZS,2024,31.396316156558
IDN,Indonesia,NE.GDI.TOTL.ZS,2023,30.3426390629498
IDN,Indonesia,NE.GDI.TOTL.ZS,2022,29.7453138212259
IRN,"Iran, Islamic Rep.",NE.GDI.TOTL.ZS,2024,44.3461376412017
IRN,"Iran, Islamic Rep.",NE.GDI.TOTL.ZS,2023,43.772806898094
IRN,"Iran, Islamic Rep.",NE.GDI.TOTL.ZS,2022,40.7255733512162
IRQ,Iraq,NE.GDI.TOTL.ZS,2024,19.1361226916833
IRQ,Iraq,NE.GDI.TOTL.ZS,2023,20.2898355344199
IRQ,Iraq,NE.GDI.TOTL.ZS,2022,24.3148601227151
IRL,Ireland,NE.GDI.TOTL.ZS,2024,18.2483791335529
IRL,Ireland,NE.GDI.TOTL.ZS,2023,26.6582803909323
IRL,Ireland,NE.GDI.TOTL.ZS,2022,22.8840856405086
IMN,Isle of Man,NE.GDI.TOTL.ZS,2024,
IMN,Isle of Man,NE.GDI.TOTL.ZS,2023,
IMN,Isle of Man,NE.GDI.TOTL.ZS,2022,
ISR,Israel,NE.GDI.TOTL.ZS,2024,23.7996513084829
ISR,Israel,NE.GDI.TOTL.ZS,2023,26.4012938714102
ISR,Israel,NE.GDI.TOTL.ZS,2022,27.6477944169544
ITA,Italy,NE.GDI.TOTL.ZS,2024,22.2691077219978
ITA,Italy,NE.GDI.TOTL.ZS,2023,23.0712585224817
ITA,Italy,NE.GDI.TOTL.ZS,2022,24.5977298322393
JAM,Jamaica,NE.GDI.TOTL.ZS,2024,
JAM,Jamaica,NE.GDI.TOTL.ZS,2023,
JAM,Jamaica,NE.GDI.TOTL.ZS,2022,
JPN,Japan,NE.GDI.TOTL.ZS,2024,27.6791711471936
JPN,Japan,NE.GDI.TOTL.ZS,2023,27.7841122147677
JPN,Japan,NE.GDI.TOTL.ZS,2022,28.3107762241995
JOR,Jordan,NE.GDI.TOTL.ZS,2024,
JOR,Jordan,NE.GDI.TOTL.ZS,2023,
JOR,Jordan,NE.GDI.TOTL.ZS,2022,
KAZ,Kazakhstan,NE.GDI.TOTL.ZS,2024,27.2119249591734
KAZ,Kazakhstan,NE.GDI.TOTL.ZS,2023,28.157135537565
KAZ,Kazakhstan,NE.GDI.TOTL.ZS,2022,24.9759095791804
KEN,Kenya,NE.GDI.TOTL.ZS,2024,16.4818345156985
KEN,Kenya,NE.GDI.TOTL.ZS,2023,16.5707504717762
KEN,Kenya,NE.GDI.TOTL.ZS,2022,19.0540638513609
KIR,Kiribati,NE.GDI.TOTL.ZS,2024,29.9143158847463
KIR,Kiribati,NE.GDI.TOTL.ZS,2023,24.7440984281941
KIR,Kiribati,NE.GDI.TOTL.ZS,2022,23.275366383485
PRK,"Korea, Dem. People's Rep.",NE.GDI.TOTL.ZS,2024,
PRK,"Korea, Dem. People's Rep.",NE.GDI.TOTL.ZS,2023,
PRK,"Korea, Dem. People's Rep.",NE.GDI.TOTL.ZS,2022,
KOR,"Korea, Rep.",NE.GDI.TOTL.ZS,2024,29.9738499299961
KOR,"Korea, Rep.",NE.GDI.TOTL.ZS,2023,31.8912200894147
KOR,"Korea, Rep.",NE.GDI.TOTL.ZS,2022,33.3254869272348
XKX,Kosovo,NE.GDI.TOTL.ZS,2024,33.9651432750713
XKX,Kosovo,NE.GDI.TOTL.ZS,2023,33.9456293075627
XKX,Kosovo,NE.GDI.TOTL.ZS,2022,35.2326459658665
KWT,Kuwait,NE.GDI.TOTL.ZS,2024,15.1027079295437
KWT,Kuwait,NE.GDI.TOTL.ZS,2023,17.7610824770708
KWT,Kuwait,NE.GDI.TOTL.ZS,2022,16.549333014952
KGZ,Kyrgyz Republic,NE.GDI.TOTL.ZS,2024,21.5271206231925
KGZ,Kyrgyz Republic,NE.GDI.TOTL.ZS,2023,34.4590059457311
KGZ,Kyrgyz Republic,NE.GDI.TOTL.ZS,2022,35.6406881799816
LAO,Lao PDR,NE.GDI.TOTL.ZS,2024,
LAO,Lao PDR,NE.GDI.TOTL.ZS,2023,
LAO,Lao PDR,NE.GDI.TOTL.ZS,2022,
LVA,Latvia,NE.GDI.TOTL.ZS,2024,21.4641880937761
LVA,Latvia,NE.GDI.TOTL.ZS,2023,24.6916298440452
LVA,Latvia,NE.GDI.TOTL.ZS,2022,24.6702240089291
LBN,Lebanon,NE.GDI.TOTL.ZS,2024,1.44489295710122
LBN,Lebanon,NE.GDI.TOTL.ZS,2023,1.89754409912655
LBN,Lebanon,NE.GDI.TOTL.ZS,2022,1.22517144706489
LSO,Lesotho,NE.GDI.TOTL.ZS,2024,29.6721348878596
LSO,Lesotho,NE.GDI.TOTL.ZS,2023,27.0684655311306
LSO,Lesotho,NE.GDI.TOTL.ZS,2022,27.3770081483323
LBR,Liberia,NE.GDI.TOTL.ZS,2024,
LBR,Liberia,NE.GDI.TOTL.ZS,2023,
LBR,Liberia,NE.GDI.TOTL.ZS,2022,
LBY,Libya,NE.GDI.TOTL.ZS,2024,14.2709460093897
LBY,Libya,NE.GDI.TOTL.ZS,2023,16.8804253893346
LBY,Libya,NE.GDI.TOTL.ZS,2022,10.5201970194858
LIE,Liechtenstein,NE.GDI.TOTL.ZS,2024,
LIE,Liechtenstein,NE.GDI.TOTL.ZS,2023,
LIE,Liechtenstein,NE.GDI.TOTL.ZS,2022,
LTU,Lithuania,NE.GDI.TOTL.ZS,2024,20.6586329885889
LTU,Lithuania,NE.GDI.TOTL.ZS,2023,22.6477329035527
LTU,Lithuania,NE.GDI.TOTL.ZS,2022,27.7670656238994
LUX,Luxembourg,NE.GDI.TOTL.ZS,2024,15.8427821306684
LUX,Luxembourg,NE.GDI.TOTL.ZS,2023,16.4259109763361
LUX,Luxembourg,NE.GDI.TOTL.ZS,2022,17.0331766630247
MAC,"Macao SAR, China",NE.GDI.TOTL.ZS,2024,14.0846664654392
MAC,"Macao SAR, China",NE.GDI.TOTL.ZS,2023,15.2974689049317
MAC,"Macao SAR, China",NE.GDI.TOTL.ZS,2022,23.2050134288272
MDG,Madagascar,NE.GDI.TOTL.ZS,2024,23.5534748884883
MDG,Madagascar,NE.GDI.TOTL.ZS,2023,21.4163392614893
MDG,Madagascar,NE.GDI.TOTL.ZS,2022,20.6166810711294
MWI,Malawi,NE.GDI.TOTL.ZS,2024,13.7207306888371
MWI,Malawi,NE.GDI.TOTL.ZS,2023,14.4830771619003
MWI,Malawi,NE.GDI.TOTL.ZS,2022,15.9327969038503
MYS,Malaysia,NE.GDI.TOTL.ZS,2024,21.9538831069426
MYS,Malaysia,NE.GDI.TOTL.ZS,2023,22.8017590224926
MYS,Malaysia,NE.GDI.TOTL.ZS,2022,23.5862921622175
MDV,Maldives,NE.GDI.TOTL.ZS,2024,30.7946843948579
MDV,Maldives,NE.GDI.TOTL.ZS,2023,33.0509347055178
MDV,Maldives,NE.GDI.TOTL.ZS,2022,32.9897963177697
MLI,Mali,NE.GDI.TOTL.ZS,2024,19.6106510841777
MLI,Mali,NE.GDI.TOTL.ZS,2023,21.6677146022336
MLI,Mali,NE.GDI.TOTL.ZS,2022,22.1819624772823
MLT,Malta,NE.GDI.TOTL.ZS,2024,19.0100576140936
MLT,Malta,NE.GDI.TOTL.ZS,2023,19.8659007493501
MLT,Malta,NE.GDI.TOTL.ZS,2022,26.352253013656
MHL,Marshall Islands,NE.GDI.TOTL.ZS,2024,21.1154736842105
MHL,Marshall Islands,NE.GDI.TOTL.ZS,2023,19.2791666666667
MHL,Marshall Islands,NE.GDI.TOTL.ZS,2022,26.4394227814636
MRT,Mauritania,NE.GDI.TOTL.ZS,2024,43.0818501467663
MRT,Mauritania,NE.GDI.TOTL.ZS,2023,44.5439783104002
MRT,Mauritania,NE.GDI.TOTL.ZS,2022,49.0681215273204
MUS,Mauritius,NE.GDI.TOTL.ZS,2024,21.0802702839135
MUS,Mauritius,NE.GDI.TOTL.ZS,2023,19.9232351140484
MUS,Mauritius,NE.GDI.TOTL.ZS,2022,20.411044705092
MEX,Mexico,NE.GDI.TOTL.ZS,2024,23.9034064485777
MEX,Mexico,NE.GDI.TOTL.ZS,2023,23.3050041337289
MEX,Mexico,NE.GDI.TOTL.ZS,2022,22.7701948917166
FSM,"Micronesia, Fed. Sts.",NE.GDI.TOTL.ZS,2024,
FSM,"Micronesia, Fed. Sts.",NE.GDI.TOTL.ZS,2023,
FSM,"Micronesia, Fed. Sts.",NE.GDI.TOTL.ZS,2022,
MDA,Moldova,NE.GDI.TOTL.ZS,2024,22.3213195154173
MDA,Moldova,NE.GDI.TOTL.ZS,2023,20.084591001224
MDA,Moldova,NE.GDI.TOTL.ZS,2022,27.3104295249444
MCO,Monaco,NE.GDI.TOTL.ZS,2024,
MCO,Monaco,NE.GDI.TOTL.ZS,2023,
MCO,Monaco,NE.GDI.TOTL.ZS,2022,
MNG,Mongolia,NE.GDI.TOTL.ZS,2024,35.5452639328236
MNG,Mongolia,NE.GDI.TOTL.ZS,2023,33.9003731595217
MNG,Mongolia,NE.GDI.TOTL.ZS,2022,42.3321000384678
MNE,Montenegro,NE.GDI.TOTL.ZS,2024,25.880193688808
MNE,Montenegro,NE.GDI.TOTL.ZS,2023,25.4474865908397
MNE,Montenegro,NE.GDI.TOTL.ZS,2022,27.5825933417284
MAR,Morocco,NE.GDI.TOTL.ZS,2024,30.0743550064848
MAR,Morocco,NE.GDI.TOTL.ZS,2023,28.9983598724931
MAR,Morocco,NE.GDI.TOTL.ZS,2022,30.4603014984939
MOZ,Mozambique,NE.GDI.TOTL.ZS,2024,17.6548787639945
MOZ,Mozambique,NE.GDI.TOTL.ZS,2023,19.5292827735495
MOZ,Mozambique,NE.GDI.TOTL.ZS,2022,43.2027361159671
MMR,Myanmar,NE.GDI.TOTL.ZS,2024,
MMR,Myanmar,NE.GDI.TOTL.ZS,2023,
MMR,Myanmar,NE.GDI.TOTL.ZS,2022,
NAM,Namibia,NE.GDI.TOTL.ZS,2024,26.0132027492657
NAM,Namibia,NE.GDI.TOTL.ZS,2023,28.1048075110968
NAM,Namibia,NE.GDI.TOTL.ZS,2022,19.9742056445263
NRU,Naoero,NE.GDI.TOTL.ZS,2024,
NRU,Naoero,NE.GDI.TOTL.ZS,2023,
NRU,Naoero,NE.GDI.TOTL.ZS,2022,
NPL,Nepal,NE.GDI.TOTL.ZS,2024,28.6012768197284
NPL,Nepal,NE.GDI.TOTL.ZS,2023,31.1493001530125
NPL,Nepal,NE.GDI.TOTL.ZS,2022,37.6438482531547
NLD,Netherlands,NE.GDI.TOTL.ZS,2024,19.673967025785
NLD,Netherlands,NE.GDI.TOTL.ZS,2023,20.0805040885297
NLD,Netherlands,NE.GDI.TOTL.ZS,2022,22.8632951641142
NCL,New Caledonia,NE.GDI.TOTL.ZS,2024,22.1189475397667
NCL,New Caledonia,NE.GDI.TOTL.ZS,2023,25.5600389239332
NCL,New Caledonia,NE.GDI.TOTL.ZS,2022,26.1746329029304
NZL,New Zealand,NE.GDI.TOTL.ZS,2024,23.0928035475405
NZL,New Zealand,NE.GDI.TOTL.ZS,2023,24.0870929494473
NZL,New Zealand,NE.GDI.TOTL.ZS,2022,26.4295090374982
NIC,Nicaragua,NE.GDI.TOTL.ZS,2024,24.7470686435037
NIC,Nicaragua,NE.GDI.TOTL.ZS,2023,22.1543607329369
NIC,Nicaragua,NE.GDI.TOTL.ZS,2022,21.7441862253622
NER,Niger,NE.GDI.TOTL.ZS,2024,23.4971595485203
NER,Niger,NE.GDI.TOTL.ZS,2023,30.108863592484
NER,Niger,NE.GDI.TOTL.ZS,2022,33.7672235722905
NGA,Nigeria,NE.GDI.TOTL.ZS,2024,
NGA,Nigeria,NE.GDI.TOTL.ZS,2023,
NGA,Nigeria,NE.GDI.TOTL.ZS,2022,
MKD,North Macedonia,NE.GDI.TOTL.ZS,2024,30.5962109009491
MKD,North Macedonia,NE.GDI.TOTL.ZS,2023,29.6278058870411
MKD,North Macedonia,NE.GDI.TOTL.ZS,2022,36.0166355424196
MNP,Northern Mariana Islands,NE.GDI.TOTL.ZS,2024,
MNP,Northern Mariana Islands,NE.GDI.TOTL.ZS,2023,
MNP,Northern Mariana Islands,NE.GDI.TOTL.ZS,2022,
NOR,Norway,NE.GDI.TOTL.ZS,2024,23.6657865827048
NOR,Norway,NE.GDI.TOTL.ZS,2023,23.6088047969408
NOR,Norway,NE.GDI.TOTL.ZS,2022,20.9971803030648
OMN,Oman,NE.GDI.TOTL.ZS,2024,24.8481263268644
OMN,Oman,NE.GDI.TOTL.ZS,2023,26.661898119622
OMN,Oman,NE.GDI.TOTL.ZS,2022,27.3208738967385
PAK,Pakistan,NE.GDI.TOTL.ZS,2024,13.1992532780615
PAK,Pakistan,NE.GDI.TOTL.ZS,2023,13.9681470393061
PAK,Pakistan,NE.GDI.TOTL.ZS,2022,15.5605425943116
PLW,Palau,NE.GDI.TOTL.ZS,2024,34.9671396264766
PLW,Palau,NE.GDI.TOTL.ZS,2023,35.7028148801293
PLW,Palau,NE.GDI.TOTL.ZS,2022,44.2218552162716
PAN,Panama,NE.GDI.TOTL.ZS,2024,33.5339875819436
PAN,Panama,NE.GDI.TOTL.ZS,2023,37.492889933464
PAN,Panama,NE.GDI.TOTL.ZS,2022,35.8548981051469
PNG,Papua New Guinea,NE.GDI.TOTL.ZS,2024,
PNG,Papua New Guinea,NE.GDI.TOTL.ZS,2023,
PNG,Papua New Guinea,NE.GDI.TOTL.ZS,2022,
PRY,Paraguay,NE.GDI.TOTL.ZS,2024,23.1088857330178
PRY,Paraguay,NE.GDI.TOTL.ZS,2023,20.2689235256814
PRY,Paraguay,NE.GDI.TOTL.ZS,2022,27.7603530415666
PER,Peru,NE.GDI.TOTL.ZS,2024,19.72883590637
PER,Peru,NE.GDI.TOTL.ZS,2023,19.572988492574
PER,Peru,NE.GDI.TOTL.ZS,2022,22.3569175495124
PHL,Philippines,NE.GDI.TOTL.ZS,2024,23.6782004674363
PHL,Philippines,NE.GDI.TOTL.ZS,2023,23.4061516161597
PHL,Philippines,NE.GDI.TOTL.ZS,2022,24.6858616763102
POL,Poland,NE.GDI.TOTL.ZS,2024,17.8032326864165
POL,Poland,NE.GDI.TOTL.ZS,2023,17.6684506133329
POL,Poland,NE.GDI.TOTL.ZS,2022,22.059467565345
PRT,Portugal,NE.GDI.TOTL.ZS,2024,20.3401770013662
PRT,Portugal,NE.GDI.TOTL.ZS,2023,20.4972768619235
PRT,Portugal,NE.GDI.TOTL.ZS,2022,21.3735177177842
PRI,Puerto Rico (US),NE.GDI.TOTL.ZS,2024,14.1765984690411
PRI,Puerto Rico (US),NE.GDI.TOTL.ZS,2023,14.2399370270239
PRI,Puerto Rico (US),NE.GDI.TOTL.ZS,2022,14.8152247335601
QAT,Qatar,NE.GDI.TOTL.ZS,2024,
QAT,Qatar,NE.GDI.TOTL.ZS,2023,
QAT,Qatar,NE.GDI.TOTL.ZS,2022,30.6432344815998
ROU,Romania,NE.GDI.TOTL.ZS,2024,24.9970256084173
ROU,Romania,NE.GDI.TOTL.ZS,2023,26.2097285719548
ROU,Romania,NE.GDI.TOTL.ZS,2022,27.0611653434665
RUS,Russian Federation,NE.GDI.TOTL.ZS,2024,26.4795760497971
RUS,Russian Federation,NE.GDI.TOTL.ZS,2023,27.303131349175
RUS,Russian Federation,NE.GDI.TOTL.ZS,2022,23.1732337652661
RWA,Rwanda,NE.GDI.TOTL.ZS,2024,34.7208554747776
RWA,Rwanda,NE.GDI.TOTL.ZS,2023,38.362567406166
RWA,Rwanda,NE.GDI.TOTL.ZS,2022,37.7552457661422
WSM,Samoa,NE.GDI.TOTL.ZS,2024,29.0207314789872
WSM,Samoa,NE.GDI.TOTL.ZS,2023,36.0680837032175
WSM,Samoa,NE.GDI.TOTL.ZS,2022,32.187971798949
SMR,San Marino,NE.GDI.TOTL.ZS,2024,
SMR,San Marino,NE.GDI.TOTL.ZS,2023,16.5828788451836
SMR,San Marino,NE.GDI.TOTL.ZS,2022,23.0259588963445
STP,Sao Tome and Principe,NE.GDI.TOTL.ZS,2024,6.92136880359529
STP,Sao Tome and Principe,NE.GDI.TOTL.ZS,2023,6.20476462377871
STP,Sao Tome and Principe,NE.GDI.TOTL.ZS,2022,8.2925116011365
SAU,Saudi Arabia,NE.GDI.TOTL.ZS,2024,31.6758054598016
SAU,Saudi Arabia,NE.GDI.TOTL.ZS,2023,29.7627433615344
SAU,Saudi Arabia,NE.GDI.TOTL.ZS,2022,26.5159908508109
SEN,Senegal,NE.GDI.TOTL.ZS,2024,34.7270526468632
SEN,Senegal,NE.GDI.TOTL.ZS,2023,42.314987698199
SEN,Senegal,NE.GDI.TOTL.ZS,2022,44.9151866064373
SRB,Serbia,NE.GDI.TOTL.ZS,2024,25.0264449793479
SRB,Serbia,NE.GDI.TOTL.ZS,2023,24.6160934874749
SRB,Serbia,NE.GDI.TOTL.ZS,2022,26.3842034681714
SYC,Seychelles,NE.GDI.TOTL.ZS,2024,21.3041209351163
SYC,Seychelles,NE.GDI.TOTL.ZS,2023,24.3522026214645
SYC,Seychelles,NE.GDI.TOTL.ZS,2022,18.4987415919283
SLE,Sierra Leone,NE.GDI.TOTL.ZS,2024,20.4557869148372
SLE,Sierra Leone,NE.GDI.TOTL.ZS,2023,19.7051016443165
SLE,Sierra Leone,NE.GDI.TOTL.ZS,2022,14.8768677642474
SGP,Singapore,NE.GDI.TOTL.ZS,2024,21.8490850721263
SGP,Singapore,NE.GDI.TOTL.ZS,2023,21.1305685622627
SGP,Singapore,NE.GDI.TOTL.ZS,2022,21.8791987960219
SXM,Sint Maarten (Dutch part),NE.GDI.TOTL.ZS,2024,
SXM,Sint Maarten (Dutch part),NE.GDI.TOTL.ZS,2023,
SXM,Sint Maarten (Dutch part),NE.GDI.TOTL.ZS,2022,
SVK,Slovak Republic,NE.GDI.TOTL.ZS,2024,20.1257200812979
SVK,Slovak Republic,NE.GDI.TOTL.ZS,2023,19.7276184665634
SVK,Slovak Republic,NE.GDI.TOTL.ZS,2022,23.3083572565552
SVN,Slovenia,NE.GDI.TOTL.ZS,2024,21.5339676972715
SVN,Slovenia,NE.GDI.TOTL.ZS,2023,22.510001872287
SVN,Slovenia,NE.GDI.TOTL.ZS,2022,24.5714885958339
SLB,Solomon Islands,NE.GDI.TOTL.ZS,2024,19.4589054322805
SLB,Solomon Islands,NE.GDI.TOTL.ZS,2023,21.2240411030554
SLB,Solomon Islands,NE.GDI.TOTL.ZS,2022,20.8786484926908
SOM,"Somalia, Fed. Rep.",NE.GDI.TOTL.ZS,2024,26.7485585359739
SOM,"Somalia, Fed. Rep.",NE.GDI.TOTL.ZS,2023,23.6083226866216
SOM,"Somalia, Fed. Rep.",NE.GDI.TOTL.ZS,2022,23.6499068901304
ZAF,South Africa,NE.GDI.TOTL.ZS,2024,14.0695508769888
ZAF,South Africa,NE.GDI.TOTL.ZS,2023,15.3913174995668
ZAF,South Africa,NE.GDI.TOTL.ZS,2022,15.6721092997041
SSD,South Sudan,NE.GDI.TOTL.ZS,2024,
SSD,South Sudan,NE.GDI.TOTL.ZS,2023,
SSD,South Sudan,NE.GDI.TOTL.ZS,2022,
ESP,Spain,NE.GDI.TOTL.ZS,2024,21.1732200987249
ESP,Spain,NE.GDI.TOTL.ZS,2023,21.1209265029601
ESP,Spain,NE.GDI.TOTL.ZS,2022,22.6896137188078
LKA,Sri Lanka,NE.GDI.TOTL.ZS,2024,26.3467005241507
LKA,Sri Lanka,NE.GDI.TOTL.ZS,2023,24.2731934318829
LKA,Sri Lanka,NE.GDI.TOTL.ZS,2022,27.2717494237454
KNA,St. Kitts and Nevis,NE.GDI.TOTL.ZS,2024,
KNA,St. Kitts and Nevis,NE.GDI.TOTL.ZS,2023,
KNA,St. Kitts and Nevis,NE.GDI.TOTL.ZS,2022,
LCA,St. Lucia,NE.GDI.TOTL.ZS,2024,
LCA,St. Lucia,NE.GDI.TOTL.ZS,2023,
LCA,St. Lucia,NE.GDI.TOTL.ZS,2022,
MAF,St. Martin (French part),NE.GDI.TOTL.ZS,2024,
MAF,St. Martin (French part),NE.GDI.TOTL.ZS,2023,
MAF,St. Martin (French part),NE.GDI.TOTL.ZS,2022,
VCT,St. Vincent and the Grenadines,NE.GDI.TOTL.ZS,2024,
VCT,St. Vincent and the Grenadines,NE.GDI.TOTL.ZS,2023,
VCT,St. Vincent and the Grenadines,NE.GDI.TOTL.ZS,2022,
SDN,Sudan,NE.GDI.TOTL.ZS,2024,2.88674000548273
SDN,Sudan,NE.GDI.TOTL.ZS,2023,2.17279846218936
SDN,Sudan,NE.GDI.TOTL.ZS,2022,2.17826429341476
SUR,Suriname,NE.GDI.TOTL.ZS,2024,
SUR,Suriname,NE.GDI.TOTL.ZS,2023,
SUR,Suriname,NE.GDI.TOTL.ZS,2022,
SWE,Sweden,NE.GDI.TOTL.ZS,2024,25.1194850237718
SWE,Sweden,NE.GDI.TOTL.ZS,2023,25.2626527566229
SWE,Sweden,NE.GDI.TOTL.ZS,2022,26.9218066455024
CHE,Switzerland,NE.GDI.TOTL.ZS,2024,26.7253398015124
CHE,Switzerland,NE.GDI.TOTL.ZS,2023,28.5542320055981
CHE,Switzerland,NE.GDI.TOTL.ZS,2022,26.6594304095158
SYR,Syrian Arab Republic,NE.GDI.TOTL.ZS,2024,
SYR,Syrian Arab Republic,NE.GDI.TOTL.ZS,2023,
SYR,Syrian Arab Republic,NE.GDI.TOTL.ZS,2022,
TJK,Tajikistan,NE.GDI.TOTL.ZS,2024,32.4253661642827
TJK,Tajikistan,NE.GDI.TOTL.ZS,2023,31.6513056719952
TJK,Tajikistan,NE.GDI.TOTL.ZS,2022,35.4675046982739
TZA,Tanzania,NE.GDI.TOTL.ZS,2024,39.5681895058567
TZA,Tanzania,NE.GDI.TOTL.ZS,2023,41.0023887360591
TZA,Tanzania,NE.GDI.TOTL.ZS,2022,41.0677624080732
THA,Thailand,NE.GDI.TOTL.ZS,2024,21.4528153883175
THA,Thailand,NE.GDI.TOTL.ZS,2023,22.3940359236883
THA,Thailand,NE.GDI.TOTL.ZS,2022,27.8232930802592
TLS,Timor-Leste,NE.GDI.TOTL.ZS,2024,30.1076509546051
TLS,Timor-Leste,NE.GDI.TOTL.ZS,2023,20.4884517844113
TLS,Timor-Leste,NE.GDI.TOTL.ZS,2022,10.6054855889013
TGO,Togo,NE.GDI.TOTL.ZS,2024,
TGO,Togo,NE.GDI.TOTL.ZS,2023,22.3879847944848
TGO,Togo,NE.GDI.TOTL.ZS,2022,24.4982811109098
TON,Tonga,NE.GDI.TOTL.ZS,2024,26.390288542124
TON,Tonga,NE.GDI.TOTL.ZS,2023,25.9304511318589
